,candidate_id,name,state,party,office,candidate_status,district,election_year,incumbent_challenge_full,has_raised_funds,amount_raised,amount_spent,cash_on_hand_end_period,debts_owed_by_committee,coverage_end_date,is_election,federal_funds_flag
2467,H6CA51066,"HIDALGO, JUAN M JR",CA,REPUBLICAN,House,not-yet-a-candidate,51,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2468,H8CA40214,"BARRAGAN, RODOLFO CORTES",CA,GREEN PARTY,House,not-yet-a-candidate,40,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2469,H8CA46138,"JOHNSON, WILL",CA,OTHER,House,not-yet-a-candidate,46,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2470,P00015032,"SAVALA, HARLAN VILAS",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2471,P00015040,"GOODSON, ALEXIS MARIE",US,NONE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2472,P00015115,"SHAY, MARK",US,INDEPENDENT,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2473,P00015123,"PHILLIPS, ANDREW S MR",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2474,P00015198,"XIMENEZ, NICHOLAS",US,OTHER,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2475,P00015206,"BANCHIO, LACIE CARMEN",US,REPUBLICAN,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2476,P00015222,"BAGBY, MICHAEL PAUL",US,REPUBLICAN,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2477,P00015248,"SEGURA, STEVEN",US,WRITE-IN,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2478,P20005054,"FRASER, GEORGE LASCELLES PETRO BONITAC",US,INDEPENDENT,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2479,P80003221,"CAESAR, PRESIDENT EMPEROR",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2480,P80004641,RHETT ROSENQUEST SMITH,US,LIBERTARIAN PARTY,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2481,S0NC00384,"THOMAS, JEREMY JAMES",NC,INDEPENDENCE PARTY,Senate,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2482,H0CA25212,"VALDEZ-ORTEGA, ANIBAL MR.",CA,DEMOCRATE,House,present-candidate,25,2020,Challenger,True,23576.8,23559.79,17.01,23056.8,2020-03-31,True,False
2483,H0OH10116,"TIMS, DESIREE",OH,DEMOCRATE,House,present-candidate,10,2020,Challenger,True,610402.59,274304.04,336098.55,0.0,2020-06-30,True,False
2484,H0TX18326,"ALLEN, MICHAEL",TX,DEMOCRATE,House,present-candidate,18,2020,Challenger,True,11450.59,11362.79,87.8,0.0,2020-04-08,True,False
2485,H0TX33044,"SEGURA, SEAN PAUL",TX,DEMOCRATE,House,present-candidate,33,2020,Challenger,True,11656.16,28732.68,-3076.52,21625.0,2020-03-31,True,False
2486,H0NY07092,"PRINCE, PAPERBOY LOVE",NY,DEMOCRATE,House,present-candidate,07,2020,Challenger,True,7247.17,0.0,7247.17,0.0,2020-06-30,True,False
2487,S8MS00295,"BARTEE, TOBEY",MS,DEMOCRATE,Senate,not-yet-a-candidate,00,2020,Challenger,False,0.0,1276.02,-1276.02,0.0,2019-12-31,True,False
2488,H0FL13182,"HUBBARD, DAVE MR",FL,INDEPENDENT,House,not-yet-a-candidate,13,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2489,H0FL21151,"CANTON, STEPHEN GREGORY",FL,INDEPENDENT,House,not-yet-a-candidate,21,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2490,H0MD07262,"BROWN, ALICIA D",MD,DEMOCRATE,House,not-yet-a-candidate,07,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2491,H0NC09229,"WILEY JR, ALBERT LEE",NC,REPUBLICAN,House,not-yet-a-candidate,11,2020,Open seat,False,0.0,0.0,0.0,0.0,2020-01-31,True,False
2492,H0NH01316,"FOWLER, WILLIAM",NH,REPUBLICAN,House,not-yet-a-candidate,01,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2493,H0NJ07287,"BARRETT, JAMES KEVIN MR",NJ,REPUBLICAN,House,not-yet-a-candidate,07,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2494,H0OH13219,"TRUEX, DONALD DARYL MR",OH,REPUBLICAN,House,not-yet-a-candidate,13,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2495,H0OH18143,"HALLARN, RYAN STEPHEN MR.",OH,WRITE-IN,House,not-yet-a-candidate,18,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2496,H4TX10184,"KELSEY, BILL",TX,LIBERTARIAN PARTY,House,not-yet-a-candidate,25,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2497,H4TX33020,"REEVES, JASON",TX,LIBERTARIAN PARTY,House,not-yet-a-candidate,33,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2498,H6IL02199,"MORROW, JOHN F.",IL,DEMOCRATE,House,not-yet-a-candidate,02,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2499,H6IL03148,"JONES, ARTHUR J.",IL,REPUBLICAN,House,not-yet-a-candidate,03,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2500,H8MD06192,"CALDWELL, KEVIN TEROME MR",MD,REPUBLICAN,House,not-yet-a-candidate,06,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2501,H8TX08122,"DUNCAN, CHRIS",TX,LIBERTARIAN PARTY,House,not-yet-a-candidate,08,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2502,H8TX28203,"LEONE, ROSS LYNN",TX,LIBERTARIAN PARTY,House,not-yet-a-candidate,15,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2503,P00015313,"JONES, MARVIN D",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2504,P00015321,"CHANDLER, PATRICIA ELAINE MS.",US,REPUBLICAN,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2505,P00015354,"GRAY, PHIL MR.",US,LIBERTARIAN PARTY,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2506,P00015404,"MARCOPOLUS, ALEXANDER",US,UNAFFILIATED,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2507,P20003521,"HAHN, VERN LEROY",US,INDEPENDENT,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2508,P20004768,"JACOB-FAMBRO, PRINCESS KHADIJAH M",US,INDEPENDENT,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2509,P60018298,"WHANG, EDWARD SUNG",US,WRITE-IN,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2510,S0MA00224,"BLASK, WASHINGTON",MA,DEMOCRATE,Senate,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2511,H0FL04132,"EAGLE, CHRISTOPHER ALLAN MR",FL,INDEPENDENT,House,not-yet-a-candidate,04,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2512,H8WA03198,"LONG, CAROLYN N.",WA,DEMOCRATE,House,present-candidate,03,2020,Challenger,True,2360581.88,786794.8,1603938.71,0.0,2020-07-15,True,False
2513,H0WA01124,"CHARTRAND, DEREK",WA,REPUBLICAN,House,present-candidate,01,2020,Challenger,True,6811.0,5800.25,1011.77,2875.0,2020-07-15,True,False
2514,S0SC00305,"TINUBU, GLORIA BROMELL DR.",SC,DEMOCRATE,Senate,present-candidate,00,2020,Challenger,True,27929.12,27929.12,0.0,0.0,2020-07-21,True,False
2515,H0TX17161,"BLAND, SCOTT",TX,REPUBLICAN,House,present-candidate,17,2020,Open seat,True,181705.7,181705.7,0.0,0.0,2020-04-11,True,False
2516,H0TX17179,"VESSALI, ELIANOR-AZARAK",TX,REPUBLICAN,House,present-candidate,17,2020,Open seat,True,296588.23,296588.23,0.0,0.0,2020-03-31,True,False
2517,H0TX31154,"GRIMES, MICHAEL EDWARD",TX,DEMOCRATE,House,present-candidate,31,2020,Challenger,True,18600.0,15321.75,-14819.18,400.0,2020-04-13,True,False
2518,H8LA03060,"ANDERSON, ROBERT JON",LA,DEMOCRATE,House,present-candidate,03,2020,Challenger,True,42373.76,13258.49,29115.27,0.0,2019-12-31,True,False
2519,H0NY20129,"SENEY, MICHAEL ROBERT",NY,REPUBLICAN,House,present-candidate,20,2020,Challenger,True,41823.4,71584.3,-1029.25,30000.0,2020-03-31,True,False
2520,H0UT01247,"CATALANO, THOMAS",UT,OTHER,House,not-yet-a-candidate,01,2020,,False,0.0,0.0,0.0,0.0,,True,False
2521,H0HI02205,"MEZA, RYAN",HI,DEMOCRATE,House,not-yet-a-candidate,02,2020,Open seat,False,0.0,0.0,0.0,0.0,,True,False
2522,H6TX01261,"GRAY, PHIL",TX,LIBERTARIAN PARTY,House,not-yet-a-candidate,27,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2523,H8HI02141,"EVANS, BRIAN",HI,DEMOCRATE,House,not-yet-a-candidate,02,2020,Open seat,False,0.0,0.0,0.0,0.0,,True,False
2524,P00015552,"O''KALANI, KEIKI",US,INDEPENDENT,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2525,P00015594,"TIEN, JOSHUA",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2526,S0MT00157,"LARSON, DANIEL RICHARD",MT,REPUBLICAN,Senate,not-yet-a-candidate,00,2020,Challenger,True,3775.0,2840.0,935.0,2700.0,2020-03-31,True,False
2527,H0ID01303,"JONES, NICHOLAS",ID,REPUBLICAN,House,present-candidate,01,2020,Challenger,True,54696.68,54699.58,-2.9,13937.91,2020-06-30,True,False
2528,H0WA03245,"ATENCIO, RUDY",WA,REPUBLICAN,House,not-yet-a-candidate,03,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2529,H0NC10219,"WALTERS, RALF",NC,REPUBLICAN,House,not-yet-a-candidate,10,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2530,H0NC11274,"ZWINAK, TAMARA",NC,GREEN PARTY,House,not-yet-a-candidate,11,2020,Open seat,False,0.0,0.0,0.0,0.0,,True,False
2531,H0OR02234,"MEDENBACH, KENNETH",OR,REPUBLICAN,House,not-yet-a-candidate,02,2020,Open seat,False,0.0,0.0,0.0,0.0,,True,False
2532,H0TX17237,"MCREYNOLDS, LAURIE GODFREY",TX,REPUBLICAN,House,not-yet-a-candidate,17,2020,Open seat,True,18145.0,18145.0,0.0,0.0,2020-04-15,True,False
2533,H0TX34026,"ZAVALA, DIEGO",TX,DEMOCRATE,House,not-yet-a-candidate,34,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2534,P00015644,"MEIKLE, MARCUS EBENEZER MR.",US,OTHER,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2535,P00015677,"KIMBROUGH, EDWARD WAYNE MR.",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2536,S0MT00165,"FREDRICKSON, WENDIE",MT,GREEN PARTY,Senate,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2537,H0FL13174,"SACRAMENTO, NICOLAS",FL,REPUBLICAN,House,present-candidate,13,2020,Challenger,True,100.0,5020.73,0.0,0.0,2020-03-11,True,False
2538,H0AL02160,"BROWN, THOMAS WILLIAM JR.",AL,REPUBLICAN,House,present-candidate,02,2020,Open seat,True,22950.0,22417.46,532.54,17950.0,2020-03-31,True,False
2539,H0CA01213,"LYDON, ROB",CA,DEMOCRATE,House,not-yet-a-candidate,01,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2540,H0CA08200,"LAWS, JERRY",CA,REPUBLICAN,House,not-yet-a-candidate,08,2020,Open seat,False,0.0,0.0,0.0,0.0,,True,False
2541,H0CA18100,"GOODWYN, BOB",CA,LIBERTARIAN PARTY,House,not-yet-a-candidate,18,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2542,H0CA21112,"DE LA FUENTE, ROQUE ""ROCKY""",CA,REPUBLICAN,House,not-yet-a-candidate,21,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2543,H0CA26152,"PETRIS, ENRIQUE",CA,DEMOCRATE,House,not-yet-a-candidate,26,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2544,H0CA28224,"MANOOGIAN, ARA KHACHIG",CA,DEMOCRATE,House,not-yet-a-candidate,28,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2545,H0CA40146,"GRAHAM, MICHAEL DONNELL JR",CA,OTHER,House,not-yet-a-candidate,40,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2546,H0CA48248,"MATA, RICHARD",CA,OTHER,House,not-yet-a-candidate,48,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2547,H0CO04213,"MCGANNON, JAMES",CO,DEMOCRATE,House,not-yet-a-candidate,04,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2548,H0GA14022,"JEFFERSON, DAKINYA",GA,LIBERTARIAN PARTY,House,not-yet-a-candidate,14,2020,Open seat,False,0.0,0.0,0.0,0.0,,True,False
2549,H0GA14063,"PERKINS, KYLE ANTHONY",GA,REPUBLICAN,House,not-yet-a-candidate,14,2020,Open seat,False,0.0,0.0,0.0,0.0,,True,False
2550,H0IA02214,"HEPKER, MATHEW THOMAS MR",IA,REPUBLICAN,House,not-yet-a-candidate,02,2020,Open seat,False,0.0,0.0,0.0,0.0,,True,False
2551,H0IN01234,"BERGERON, DION MICHAEL MR.",IN,REPUBLICAN,House,not-yet-a-candidate,01,2020,Open seat,False,0.0,0.0,0.0,0.0,,True,False
2552,H0KS01180,"SOETAERT, MICHAEL ALAN REVEREND",KS,REPUBLICAN,House,not-yet-a-candidate,01,2020,Open seat,False,0.0,0.0,0.0,0.0,,True,False
2553,H0KY02103,"TRIBBLE, POET REV",KY,WRITE-IN,House,not-yet-a-candidate,02,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2554,H0LA05088,"BADGER, JOHN",LA,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,not-yet-a-candidate,05,2020,Open seat,False,0.0,0.0,0.0,0.0,,True,False
2555,H0LA05096,"PIERROTTIE, BRODY",LA,DEMOCRATE,House,not-yet-a-candidate,05,2020,Open seat,False,0.0,0.0,0.0,0.0,,True,False
2556,H0MI10253,"MIKULA, BRANDON JOSEPH",MI,REPUBLICAN,House,present-candidate,10,2020,Open seat,True,28419.37,24628.25,3791.12,0.0,2020-03-31,True,False
2557,H0MO01181,"HEARTSTRONG, WINNIE BRIDGET DR.",MO,REPUBLICAN,House,not-yet-a-candidate,01,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2558,H0MO06206,"WEST, CHARLES",MO,DEMOCRATE,House,not-yet-a-candidate,06,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2559,H0MT01114,"MCGINLEY, MARK J",MT,REPUBLICAN,House,not-yet-a-candidate,00,2020,Open seat,False,0.0,0.0,0.0,0.0,,True,False
2560,H0NC02109,"BUTLER, JASON DR.",NC,DEMOCRATE,House,present-candidate,02,2020,Open seat,True,42436.01,42072.56,363.45,-15000.0,2019-12-31,True,False
2561,H0NC02141,"WILLIAMS, MICHAEL TYRONE MR",NC,REPUBLICAN,House,not-yet-a-candidate,02,2020,Open seat,False,0.0,0.0,0.0,0.0,,True,False
2562,H0NY17232,"KATZ, DAVID M",NY,DEMOCRATE,House,not-yet-a-candidate,17,2020,Open seat,False,0.0,0.0,0.0,0.0,,True,False
2563,H0OH04127,"PERKINS, STEVE",OH,LIBERTARIAN PARTY,House,not-yet-a-candidate,04,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2564,H0OH09175,"ROSEWICZ, PETER",OH,DEMOCRATE,House,not-yet-a-candidate,09,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2565,H0OH13227,"MORMANDO, JASON",OH,REPUBLICAN,House,not-yet-a-candidate,13,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2566,H0OR02242,"VAUGHN, CHRIS",OR,DEMOCRATE,House,not-yet-a-candidate,02,2020,Open seat,False,0.0,0.0,0.0,0.0,,True,False
2567,H0TN01126,"ARLINGHAUS, WILLIAM PHILIP",TN,REPUBLICAN,House,not-yet-a-candidate,01,2020,Open seat,False,0.0,0.0,0.0,0.0,,True,False
2568,H0TX09226,"SMALL, EDWARD JR",TX,NON-PARTY,House,not-yet-a-candidate,09,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2569,H0TX11164,"CODY, WACEY ALPHA",TX,LIBERTARIAN PARTY,House,not-yet-a-candidate,11,2020,Open seat,False,0.0,0.0,0.0,0.0,,True,False
2570,H0TX11172,"LACY, J.ROSS",TX,REPUBLICAN,House,present-candidate,11,2020,Open seat,True,283799.46,283799.46,0.0,0.0,2020-03-31,True,False
2571,H0TX11248,"BERRYHILL, JAMES MR.",TX,REPUBLICAN,House,present-candidate,11,2020,Open seat,True,107111.0,73773.03,33337.97,20000.0,2020-02-12,True,False
2572,H0TX22179,"REED, DERRICK",TX,DEMOCRATE,House,present-candidate,22,2020,Open seat,True,161328.25,161328.25,0.0,0.0,2020-04-10,True,False
2573,H0TX22203,"WALL, KATHALEEN MRS.",TX,REPUBLICAN,House,not-yet-a-candidate,22,2020,Open seat,False,0.0,0.0,0.0,0.0,,True,False
2574,H0TX22252,"CHEVALIER, KELI",TX,REPUBLICAN,House,present-candidate,22,2020,Open seat,True,25055.95,30332.92,2079.03,3356.0,2019-12-31,True,False
2575,H0TX22278,"HAMMEL, MICHELLE (SCHELL)",TX,REPUBLICAN,House,not-yet-a-candidate,22,2020,Open seat,True,4176.0,0.0,4176.0,0.0,2020-02-14,True,False
2576,H0TX22286,"MATHEWS, DANIEL MR",TX,REPUBLICAN,House,present-candidate,22,2020,Open seat,True,17075.0,15415.19,1659.81,14550.0,2020-02-12,True,False
2577,H0TX24258,"VEGA, SAMUEL JAIRO",TX,DEMOCRATE,House,not-yet-a-candidate,24,2020,Open seat,False,0.0,0.0,0.0,0.0,,True,False
2578,S0AZ00418,"CAVENER, MARK",AZ,REPUBLICAN,Senate,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2579,S0NE00130,"STOCK, ANDREW ERIC",NE,DEMOCRATE,Senate,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2580,H0TN09103,"LYONS, BOBBY MR",TN,INDEPENDENT,House,not-yet-a-candidate,09,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2581,P00015735,"MCDOUGAL, RYAN",US,NONE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2582,H0TX20199,"MARTINEZ-GOMEZ, ADSM MICHSEL SIR III",TX,INDEPENDENT,House,not-yet-a-candidate,20,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2583,H0FL07200,"FIGUEIREDO, PEDRO NORMAN PH.D.",FL,DEMOCRATE,House,not-yet-a-candidate,07,2020,Challenger,True,600.0,835.18,-235.18,0.0,2020-04-24,True,False
2584,H0WA08111,"GORDON, DAN EARNEST MR",WA,REPUBLICAN,House,not-yet-a-candidate,10,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2585,H0TX33051,"WELTON, RENEDRIA ANN",TX,NO PARTY AFFILIATION,House,not-yet-a-candidate,33,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2586,H0FL10097,"WALLS-WINDHAUSER, ANGELA MARIE",FL,REPUBLICAN,House,not-yet-a-candidate,08,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2587,H0FL19239,"WALLS-WINDHAUSER, ANGELA MARIE",FL,REPUBLICAN,House,not-yet-a-candidate,19,2020,Open seat,False,0.0,0.0,0.0,0.0,,True,False
2588,P00015768,"KLEIN, JOHN JAMES",US,REPUBLICAN,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2589,H0CA10289,"BLEVINS, RYAN",CA,DEMOCRATE,House,present-candidate,10,2020,Challenger,True,6373.59,6275.89,97.7,0.0,2020-03-31,True,False
2590,H0VA03140,"BURKE, GEOFFREY R",VA,REPUBLICAN,House,present-candidate,03,2020,Challenger,True,5070.0,4663.76,406.24,2950.0,2020-03-31,True,False
2591,H0NY15236,"BASORA, FRANGELL",NY,DEMOCRATE,House,present-candidate,15,2020,Open seat,True,11138.08,10673.0,1315.08,9423.0,2019-12-31,True,False
2592,H8SC02122,"NARANG, SONNY",SC,OTHER,House,not-yet-a-candidate,02,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2593,H0IL14155,"MALOUF, DANIEL",IL,REPUBLICAN,House,present-candidate,14,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2594,H8OR02229,"ROBERTS, MARK",OR,REPUBLICAN,House,not-yet-a-candidate,02,2020,Open seat,False,0.0,0.0,0.0,0.0,,True,False
2595,P00015891,"I, KURIOS",US,INDEPENDENT,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2596,H0NY26068,"EGRIU, EMIN",NY,DEMOCRATE,House,present-candidate,26,2020,Challenger,True,27945.0,27953.61,-8.61,27300.0,2020-03-31,True,False
2597,S0CO00716,"CATALANO, THOMAS",CO,OTHER,Senate,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2598,H0FL20112,"JONES, LATERESA ANN",FL,REPUBLICAN,House,present-candidate,20,2020,Challenger,True,5096.95,4306.49,137.46,0.0,2020-03-31,True,False
2599,H0FL02086,"LAWSON, ALFRED JR",FL,DEMOCRATE,House,present-candidate,05,2020,Incumbent,True,519275.1,333538.43,200408.93,0.0,2020-07-29,True,False
2600,H8FL17053,"STEUBE, GREG",FL,REPUBLICAN,House,present-candidate,17,2020,Incumbent,True,506766.68,462657.82,229177.29,0.0,2020-07-29,True,False
2601,H0FL21078,"LOOMER, LAURA",FL,REPUBLICAN,House,present-candidate,21,2020,Challenger,True,1161622.45,924059.04,237563.41,112597.13,2020-07-29,True,False
2602,S0ME00160,"BOND, TIFFANY",ME,UNAFFILIATED,Senate,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2603,H0AZ09062,"FUENTES-WOLFE, TALIA",AZ,DEMOCRATE,House,present-candidate,09,2020,Challenger,True,11529.0,11529.0,0.0,11529.0,2020-03-31,True,False
2604,P00015933,"GRAY, JIM",US,LIBERTARIAN PARTY,President,present-candidate,00,2020,Challenger,True,6146.0,6146.0,0.0,0.0,2020-08-19,True,False
2605,S6CO00333,"UNDERWOOD, ERIK M.",CO,DEMOCRATE,Senate,present-candidate,00,2020,Challenger,True,22488.06,22000.0,614.56,0.0,2020-03-31,True,False
2606,H8NV01220,"HAMILTON, EDWARD",NV,REPUBLICAN,House,not-yet-a-candidate,01,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2607,H8NV01261,"BENTLEY, JOYCE",NV,REPUBLICAN,House,not-yet-a-candidate,01,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2608,S0CO00682,"GARCIA, LISA MARIE MRS.",CO,INDEPENDENT,Senate,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2609,H0OR05070,"NATIONS, JOSEPH",OR,REPUBLICAN,House,not-yet-a-candidate,05,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2610,H0TX23292,"SANDERS, STEVEN",TX,INDEPENDENT,House,not-yet-a-candidate,23,2020,Open seat,False,0.0,0.0,0.0,0.0,,True,False
2611,H0IN01226,"LEMMONS, SPENCER",IN,REPUBLICAN,House,not-yet-a-candidate,01,2020,Open seat,True,4223.4,3591.01,757.39,0.0,2020-09-30,True,False
2612,H0AR04095,"GILBERT, FRANK",AR,LIBERTARIAN PARTY,House,not-yet-a-candidate,04,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2613,H0CO07091,"MALGIERI, ANTHONY",CO,NONE,House,not-yet-a-candidate,07,2020,Challenger,True,1830.0,1150.45,679.55,0.0,2020-06-30,True,False
2614,H0OK04174,"SANDERS, GILBERT O",OK,REPUBLICAN,House,not-yet-a-candidate,04,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2615,H2MD08084,"SKOLNICK, SHELTON",MD,REPUBLICAN,House,not-yet-a-candidate,08,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2616,H6MD08366,"YOUNG, LIH",MD,DEMOCRATE,House,not-yet-a-candidate,08,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2617,H8MD07091,"HARRIS, THOMAS E. ""PINKSTON""",MD,REPUBLICAN,House,not-yet-a-candidate,03,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
2618,H0AZ08072,"MUSCATO, MICHAEL ARCHANGEL",AZ,DEMOCRATE,House,present-candidate,08,2020,Challenger,True,215514.47,169605.21,45909.26,18000.0,2020-07-15,True,False
2619,H2IL13120,"DAVIS, RODNEY L",IL,REPUBLICAN,House,present-candidate,13,2020,Incumbent,True,3009430.05,1177159.21,1851847.27,0.0,2020-06-30,True,False
2620,H8IN04199,"BAIRD, JAMES R DR.",IN,REPUBLICAN,House,present-candidate,04,2020,Incumbent,True,287472.0,185110.06,212163.45,170000.0,2020-06-30,True,False
2621,H8IL07103,"CLARK, ANTHONY",IL,DEMOCRATE,House,present-candidate,07,2020,Challenger,True,145516.16,145516.16,0.0,0.0,2020-06-30,True,False
2622,H0UT04092,"CHRISTENSEN, TRENT MR.",UT,REPUBLICAN,House,present-candidate,04,2020,Challenger,True,100617.78,96752.19,3865.59,121665.81,2020-06-30,True,False
2623,H2GA13012,"SCOTT, DAVID ALBERT",GA,DEMOCRATE,House,present-candidate,13,2020,Incumbent,True,853680.07,937751.8,291905.91,31850.0,2020-06-30,True,False
2624,S0TN00219,"PRESLEY, JOHNNY W",TN,REPUBLICAN,Senate,present-candidate,00,2020,Open seat,True,40465.0,17780.03,22684.97,27000.0,2020-06-30,True,False
2625,H0CA10263,"SOUSA LIVENGOOD, MARLA",CA,REPUBLICAN,House,present-candidate,10,2020,Challenger,True,139233.45,139233.45,0.0,0.0,2020-06-30,True,False
2626,H2CA43245,"TAKANO, MARK",CA,DEMOCRATE,House,present-candidate,41,2020,Incumbent,True,817148.57,704273.14,205878.37,0.0,2020-06-30,True,False
2627,H0CA53214,"ORISTIAN, MICHAEL PATRICK",CA,REPUBLICAN,House,present-candidate,53,2020,Open seat,True,18601.81,18131.15,0.0,0.0,2020-06-30,True,False
2628,H0FL14131,"ELLIOTT, PAUL SIDNEY",FL,REPUBLICAN,House,present-candidate,14,2020,Challenger,True,10440.0,10440.0,0.0,10440.0,2020-06-30,True,False
